City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0
Berlin,Germany,52.52437,13.41053,1709,56600,/01/01,1709/01/01, 00:00:00,1709/01/01 00:00:00,0.002455448
Hiroshima,Japan,34.396775,132.460017,1715,56349,/01/01,1715/01/01, 00:00:00,1715/01/01 00:00:00,0.002444535
Lima,Peru,-12.04318,-77.02824,1813,56284,/01/01,1813/01/01, 00:00:00,1813/01/01 00:00:00,0.002441709
Tsinkiang,China,24.913889,118.58583,1608,56159,/01/01,1608/01/01, 00:00:00,1608/01/01 00:00:00,0.002436274
Konigsberg,Germany,54.716667,20.516667,1802,56140,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.002435448
Turin,Italy,45.07049,7.68682,1809,56066,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.002432231
Tours,France,47.38333,0.68333,1590,56000,/01/01,1590/01/01, 00:00:00,1590/01/01 00:00:00,0.002429361
Cochin,India,9.93988,76.26022,1600,56000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.002429361
Tsinkiang,China,24.913889,118.58583,1600,56000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.002429361
Hiroshima,Japan,34.396775,132.460017,1633,56000,/01/01,1633/01/01, 00:00:00,1633/01/01 00:00:00,0.002429361
Cochin,India,9.93988,76.26022,1640,56000,/01/01,1640/01/01, 00:00:00,1640/01/01 00:00:00,0.002429361
Kukukhoto,China,40.842585,111.749181,1690,56000,/01/01,1690/01/01, 00:00:00,1690/01/01 00:00:00,0.002429361
Leiden,Netherlands,52.15833,4.49306,1700,56000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002429361
Potosi,Bolivia,-19.58361,-65.75306,1720,56000,/01/01,1720/01/01, 00:00:00,1720/01/01 00:00:00,0.002429361
Wakayama,Japan,34.225986,135.167508,1750,56000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002429361
Guanajuato,Mexico,21.01858,-101.2591,1802,56000,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.002429361
Mathura,India,27.4925,77.673611,1850,56000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002429361
Meknes,Morocco,33.89352,-5.54727,1850,56000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002429361
Chhapra,India,25.7848,84.7274,1891,56000,/01/01,1891/01/01, 00:00:00,1891/01/01 00:00:00,0.002429361
Alwar,India,27.56246,76.625,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Barrow,United States of America,71.29058,-156.78872,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Bhavnagar,India,21.77446,72.1525,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Durban,South Africa,-29.8579,31.0292,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Jerusalem,Israel,31.76904,35.21633,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Mechelen,Belgium,51.02574,4.47762,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Portland,United States of America,43.661471,-70.25532,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Tanta,Egypt,30.783333,31,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Utica,United States of America,43.096569,-75.231887,1900,56000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002429361
Changchun,China,43.9,125.2,1922,56000,/01/01,01/01/1922, 00:00:00,01/01/1922 00:00,0.002429361
Changzhou,China,31.77358,119.95401,1922,56000,/01/01,01/01/1922, 00:00:00,01/01/1922 00:00,0.002429361
Vilnius,Lithuania,54.683333,25.283333,1850,55916,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002425709
Verona,Italy,45.43419,10.99779,1805,55887,/01/01,1805/01/01, 00:00:00,1805/01/01 00:00:00,0.002424448
Albany,United States of America,42.652578,-73.756233,1850,55708,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002416665
Borinage,Belgium,50.617619,3.345133,1850,55671,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002415057
Kiev,Ukraine,50.45466,30.5238,1856,55590,/01/01,1856/01/01, 00:00:00,1856/01/01 00:00:00,0.002411535
Cordoba,Spain,38.046133,-4.893564,1910,55514,/01/01,01/01/1910, 00:00:00,01/01/1910 00:00,0.00240823
Graz,Austria,47.06667,15.45,1851,55421,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002404187
Limerick,Ireland,52.6653,-8.630497,1851,55268,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002397535
Verona,Italy,45.43419,10.99779,1604,55176,/01/01,1604/01/01, 00:00:00,1604/01/01 00:00:00,0.002393535
Gent,Belgium,51.053469,3.730378,1802,55161,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.002392883
Yadz,Iran,31.896611,54.360681,1933,55150,/01/01,01/01/1933, 00:00:00,01/01/1933 00:00,0.002392404
Kanazawa,Japan,36.561325,136.656206,1664,55106,/01/01,1664/01/01, 00:00:00,1664/01/01 00:00:00,0.002390491
Murcia,Spain,37.98704,-1.13004,1844,55053,/01/01,1844/01/01, 00:00:00,1844/01/01 00:00:00,0.002388187
Kaifeng,China,34.7986,114.30742,800,55000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.002385883
Guangzhou,China,23.11667,113.25,1100,55000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.002385883
Venice,Italy,45.440847,12.315514,1100,55000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.002385883
Xiangyang,China,32.017,112.133,1100,55000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.002385883
Bologna,Italy,44.49381,11.33875,1249,55000,/01/01,1249/01/01, 00:00:00,1249/01/01 00:00:00,0.002385883
Aleppo,Syria,36.216667,37.166667,1250,55000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.002385883
Bologna,Italy,44.49381,11.33875,1250,55000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.002385883
Genova,Italy,44.40565,8.946256,1250,55000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.002385883
Florence,Italy,43.771033,11.248,1347,55000,/01/01,1347/01/01, 00:00:00,1347/01/01 00:00:00,0.002385883
Feodosia,Russian Federation,45.048889,35.379167,1350,55000,/01/01,1350/01/01, 00:00:00,1350/01/01 00:00:00,0.002385883
Lisbon,Portugal,38.71667,-9.13333,1400,55000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.002385883
Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1450,55000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002385883
Oyo,Nigeria,7.85,3.93333,1450,55000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002385883
Bologna,Italy,44.49381,11.33875,1496,55000,/01/01,1496/01/01, 00:00:00,1496/01/01 00:00:00,0.002385883
Bologna,Italy,44.49381,11.33875,1500,55000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.002385883
Lisbon,Portugal,38.71667,-9.13333,1500,55000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.002385883
Xuzhou,China,34.26,117.21,1500,55000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.002385883
Toledo,Spain,39.862831,-4.027322,1550,55000,/01/01,1550/01/01, 00:00:00,1550/01/01 00:00:00,0.002385883
Bucharest,Romania,44.43225,26.10626,1575,55000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.002385883
Kano,Nigeria,12.00012,8.51672,1575,55000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.002385883
Mexico City,Mexico,19.42847,-99.12766,1575,55000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.002385883
Valencia,Spain,39.469908,-0.376289,1575,55000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.002385883
Yangzhou,China,32.4,í€äó_í‰Œæ119.416667,1575,55000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.002385883
Bursa,Turkey,40.19266,29.08403,1675,55000,/01/01,1675/01/01, 00:00:00,1675/01/01 00:00:00,0.002385883
Lille,France,50.628442,3.054975,1698,55000,/01/01,1698/01/01, 00:00:00,1698/01/01 00:00:00,0.002385883
Jinan,China,36.650997,117.120497,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002385883
Lille,France,50.628442,3.054975,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002385883
Pyongyang,North Korea,39.03385,125.75432,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002385883
Rotterdam,Netherlands,51.9225,4.47917,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002385883
Tainan City,China,22.983333,120.18333,1700,55000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002385883
Brussel,Belgium,50.85045,4.34878,1750,55000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002385883
Bursa,Turkey,40.19266,29.08403,1750,55000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002385883
Edinburgh,United Kingdom,55.95206,-3.19648,1750,55000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002385883
Madras,India,13.08784,80.27847,1750,55000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002385883
Yangzhou,China,32.4,í€äó_í‰Œæ119.416667,1750,55000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002385883
Konigsberg,Germany,54.716667,20.516667,1755,55000,/01/01,1755/01/01, 00:00:00,1755/01/01 00:00:00,0.002385883
Jakarta,Indonesia,-6.21462,106.84513,1793,55000,/01/01,1793/01/01, 00:00:00,1793/01/01 00:00:00,0.002385883
Kerman,Iran,30.28321,57.07879,1794,55000,/01/01,1794/01/01, 00:00:00,1794/01/01 00:00:00,0.002385883
Zaragoza,Spain,41.648792,-0.889581,1797,55000,/01/01,1797/01/01, 00:00:00,1797/01/01 00:00:00,0.002385883
Lille,France,50.628442,3.054975,1800,55000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002385883
Verona,Italy,45.43419,10.99779,1800,55000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002385883
Xiangtan,China,27.85,112.9,1800,55000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002385883
Zaragoza,Spain,41.648792,-0.889581,1800,55000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002385883
Yarkand,China,38.414289,77.246006,1824,55000,/01/01,1824/01/01, 00:00:00,1824/01/01 00:00:00,0.002385883
Granada,Spain,37.177336,-3.598558,1843,55000,/01/01,1843/01/01, 00:00:00,1843/01/01 00:00:00,0.002385883
Kukawa,Nigeria,12.916667,13.566667,1845,55000,/01/01,1845/01/01, 00:00:00,1845/01/01 00:00:00,0.002385883
Ibadan,Nigeria,7.38778,3.89639,1850,55000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002385883
Meerut,India,28.97155,77.71934,1850,55000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002385883
Sendai,Japan,38.266667,140.866667,1850,55000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002385883
Tiruchirappalli,India,10.805,78.685556,1850,55000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002385883
Wakayama,Japan,34.225986,135.167508,1850,55000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002385883
Marrakech,Morocco,31.63416,-7.99994,1885,55000,/01/01,1885/01/01, 00:00:00,1885/01/01 00:00:00,0.002385883
Andizhan,Uzbekistan,40.783333,72.333333,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Besancon,France,47.24878,6.01815,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Birmingham,United States of America,33.520661,-86.80249,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Christchurch,New Zealand,-43.532054,172.636225,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Datong,China,40.083333,113.3,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Edessa,Turkey,37.15,38.8,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Jhansi,India,25.45446,78.58221,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Kagoshima,Japan,31.5966,130.557183,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Legnica,Poland,51.208333,16.160278,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Leon,Spain,42.605556,-5.57,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Niigata,Japan,37.902552,139.023095,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Omdurman,Sudan,15.64453,32.47773,1900,55000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002385883
Granada,Spain,37.177336,-3.598558,1804,54962,/01/01,1804/01/01, 00:00:00,1804/01/01 00:00:00,0.00238423
Wroclaw,Germany,51.116667,17.033333,1756,54774,/01/01,1756/01/01, 00:00:00,1756/01/01 00:00:00,0.002376056
Lille,France,50.628442,3.054975,1801,54756,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.002375274
Thanjavur,India,10.786999,79.137827,1881,54745,/01/01,1881/01/01, 00:00:00,1881/01/01 00:00:00,0.002374796
Fuzhou,China,26.076111,119.306389,1660,54730,/01/01,1660/01/01, 00:00:00,1660/01/01 00:00:00,0.002374143
Messina,Italy,38.19327,15.54969,1837,54637,/01/01,1837/01/01, 00:00:00,1837/01/01 00:00:00,0.0023701
Lima,Peru,-12.04318,-77.02824,1836,54628,/01/01,1836/01/01, 00:00:00,1836/01/01 00:00:00,0.002369709
Tula,Russian Federation,54.107722,37.573261,1850,54626,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002369622
Gorakhpur,India,26.760555,83.373168,1853,54529,/01/01,1853/01/01, 00:00:00,1853/01/01 00:00:00,0.002365404
Mysore,India,12.29791,76.63925,1853,54529,/01/01,1853/01/01, 00:00:00,1853/01/01 00:00:00,0.002365404
Brussel,Belgium,50.85045,4.34878,1755,54280,/01/01,1755/01/01, 00:00:00,1755/01/01 00:00:00,0.002354578
Bath,United Kingdom,51.37795,-2.35907,1851,54240,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002352839
Budapest,Hungary,47.49801,19.03991,1799,54179,/01/01,1799/01/01, 00:00:00,1799/01/01 00:00:00,0.002350187
Kokand,Uzbekistan,40.533261,70.932342,1885,54043,/01/01,1885/01/01, 00:00:00,1885/01/01 00:00:00,0.002344274
Somnath,India,20.906002,70.384372,1000,54000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.002342404
Chengdu,China,30.66667,104.06667,1250,54000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.002342404
Tenayuca,Mexico,19.532167,-99.168472,1250,54000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.002342404
Chengdu,China,30.66667,104.06667,1290,54000,/01/01,1290/01/01, 00:00:00,1290/01/01 00:00:00,0.002342404
Tenayuca,Mexico,19.532167,-99.168472,1298,54000,/01/01,1298/01/01, 00:00:00,1298/01/01 00:00:00,0.002342404
Chengdu,China,30.66667,104.06667,1300,54000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.002342404
Cologne,Germany,50.937531,6.960278,1300,54000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.002342404
Florence,Italy,43.771033,11.248,1470,54000,/01/01,1470/01/01, 00:00:00,1470/01/01 00:00:00,0.002342404
Verona,Italy,45.43419,10.99779,1600,54000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.002342404
Gurgaon,India,28.459497,77.026638,1662,54000,/01/01,1662/01/01, 00:00:00,1662/01/01 00:00:00,0.002342404
Hue,Vietnam,16.46667,107.6,1672,54000,/01/01,1672/01/01, 00:00:00,1672/01/01 00:00:00,0.002342404
Hamburg,Germany,53.57532,10.01534,1680,54000,/01/01,1680/01/01, 00:00:00,1680/01/01 00:00:00,0.002342404
Amber,India,26.985847,75.888251,1700,54000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002342404
Lahore,Pakistan,31.54972,74.34361,1700,54000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002342404
Udaipur,India,24.57127,73.691544,1700,54000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002342404
Leiden,Netherlands,52.15833,4.49306,1702,54000,/01/01,1702/01/01, 00:00:00,1702/01/01 00:00:00,0.002342404
Lahore,Pakistan,31.54972,74.34361,1707,54000,/01/01,1707/01/01, 00:00:00,1707/01/01 00:00:00,0.002342404
Amber,India,26.985847,75.888251,1719,54000,/01/01,1719/01/01, 00:00:00,1719/01/01 00:00:00,0.002342404
Leiden,Netherlands,52.15833,4.49306,1732,54000,/01/01,1732/01/01, 00:00:00,1732/01/01 00:00:00,0.002342404
Udaipur,India,24.57127,73.691544,1732,54000,/01/01,1732/01/01, 00:00:00,1732/01/01 00:00:00,0.002342404
Ujjain,India,23.18239,75.77643,1750,54000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002342404
Ujjain,India,23.18239,75.77643,1761,54000,/01/01,1761/01/01, 00:00:00,1761/01/01 00:00:00,0.002342404
Manila,Philippines,14.58,121,1762,54000,/01/01,1762/01/01, 00:00:00,1762/01/01 00:00:00,0.002342404
Nantes,France,47.21725,-1.55336,1775,54000,/01/01,1775/01/01, 00:00:00,1775/01/01 00:00:00,0.002342404
Budapest,Hungary,47.49801,19.03991,1800,54000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002342404
Lima,Peru,-12.04318,-77.02824,1800,54000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002342404
Kabul,Afghanistan,34.52813,69.17233,1832,54000,/01/01,1832/01/01, 00:00:00,1832/01/01 00:00:00,0.002342404
Kandahar,Afghanistan,31.61332,65.71013,1832,54000,/01/01,1832/01/01, 00:00:00,1832/01/01 00:00:00,0.002342404
Algiers,Algiers,36.7525,3.04197,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Bhagalpur,India,25.24446,86.97183,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Bremen,Germany,53.07516,8.80777,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Graz,Austria,47.06667,15.45,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Limerick,Ireland,52.6653,-8.630497,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Moradabad,India,28.83893,78.77684,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Mysore,India,12.29791,76.63925,1850,54000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002342404
Pochow,China,33.8772222,115.7702778,1894,54000,/01/01,1894/01/01, 00:00:00,1894/01/01 00:00:00,0.002342404
Antananarivo,Madagascar,-18.914812,47.531623,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Exeter,United Kingdom,50.7236,-3.52751,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Furth,Germany,49.477117,10.988667,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
La Paz,Bolivia,-16.5,-68.15,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Leiden,Netherlands,52.15833,4.49306,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Newcastle,Australia,-32.92715,151.77647,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Port-of-Spain,Trinidad and Tobago,10.661702,-61.519442,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Rostock,Germany,54.0887,12.14049,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Santander,Spain,43.46472,-3.80444,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Savannah,United States of America,32.08354,-81.09983,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Yekaterinburg,Russian Federation,56.833333,60.6,1900,54000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002342404
Padua,Italy,45.406436,11.876761,1852,53990,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.002341969
Munger,India,25.37262,86.490321,1869,53981,/01/01,1869/01/01, 00:00:00,1869/01/01 00:00:00,0.002341578
Peshawar,Pakistan,34.008,71.57849,1850,53970,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.0023411
Antwerp,Belgium,51.219217,4.402883,1612,53918,/01/01,1612/01/01, 00:00:00,1612/01/01 00:00:00,0.002338839
Antwerp,Belgium,51.219217,4.402883,1800,53906,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002338317
Stockport,United Kingdom,53.40979,-2.15761,1851,53835,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.00233523
Taiyuan,China,37.87059,112.548879,1383,53719,/01/01,1383/01/01, 00:00:00,1383/01/01 00:00:00,0.002330187
Le Havre,France,49.494369,0.107931,1851,53662,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002327708
Nimes,France,43.83333,4.35,1851,53619,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002325839
Shiraz,Iran,29.61031,52.53114,1884,53607,/01/01,1884/01/01, 00:00:00,1884/01/01 00:00:00,0.002325317
Bremen,Germany,53.07516,8.80777,1849,53478,/01/01,1849/01/01, 00:00:00,1849/01/01 00:00:00,0.002319708
Nurnberg,Germany,49.452031,11.07675,1852,53398,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.00231623
Bogota,Columbia,4.598056,-74.075833,1848,53393,/01/01,1848/01/01, 00:00:00,1848/01/01 00:00:00,0.002316013
Sunderland,United Kingdom,54.90465,-1.38222,1841,53335,/01/01,1841/01/01, 00:00:00,1841/01/01 00:00:00,0.002313491
Jerez de la Frontera,Spain,36.6936,-6.132431,1910,53320,/01/01,01/01/1910, 00:00:00,01/01/1910 00:00,0.002312839
Peshawar,Pakistan,34.008,71.57849,1853,53295,/01/01,1853/01/01, 00:00:00,1853/01/01 00:00:00,0.002311752
Verona,Italy,45.43419,10.99779,1577,53280,/01/01,1577/01/01, 00:00:00,1577/01/01 00:00:00,0.0023111
Ho Chi Minh,Vietnam,10.823099,106.628767,1881,53273,/01/01,1881/01/01, 00:00:00,1881/01/01 00:00:00,0.002310795
Ho Chi Minh,Vietnam,10.823099,106.628767,1883,53273,/01/01,1883/01/01, 00:00:00,1883/01/01 00:00:00,0.002310795
Leeds,United Kingdom,53.79648,-1.54785,1801,53162,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.002305969
Florence,Italy,43.771033,11.248,1450,53000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.002298926
Verona,Italy,45.43419,10.99779,1550,53000,/01/01,1550/01/01, 00:00:00,1550/01/01 00:00:00,0.002298926
Messina,Italy,38.19327,15.54969,1583,53000,/01/01,1583/01/01, 00:00:00,1583/01/01 00:00:00,0.002298926
Granada,Spain,37.177336,-3.598558,1611,53000,/01/01,1611/01/01, 00:00:00,1611/01/01 00:00:00,0.002298926
Hiroshima,Japan,34.396775,132.460017,1700,53000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.002298926
Hiroshima,Japan,34.396775,132.460017,1746,53000,/01/01,1746/01/01, 00:00:00,1746/01/01 00:00:00,0.002298926
Barcelona,Spain,41.38879,2.15899,1750,53000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002298926
Puebla,Mexico,19.0514,-98.2178,1750,53000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002298926
Chongqing,China,29.56301,106.551557,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Cork,Ireland,51.89797,-8.47061,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Granada,Spain,37.177336,-3.598558,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Guanajuato,Mexico,21.01858,-101.2591,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Jakarta,Indonesia,-6.21462,106.84513,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Konigsberg,Germany,54.716667,20.516667,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Wakayama,Japan,34.225986,135.167508,1800,53000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002298926
Bogota,Columbia,4.598056,-74.075833,1850,53000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002298926
Iasi,Romania,47.16667,27.6,1850,53000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002298926
Le Havre,France,49.494369,0.107931,1850,53000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002298926
Stockport,United Kingdom,53.40979,-2.15761,1850,53000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002298926
Arad,Romania,46.18333,21.31667,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Brugge,Belgium,51.210819,3.224936,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Cagliari,Italy,39.20738,9.13462,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Concepcion,Chile,-36.818938,-73.050319,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Czestochowa,Poland,50.79646,19.12409,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Georgetown,Guyana,6.8,-58.166667,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Jamnagar,India,22.47292,70.06673,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Omsk,Russian Federation,54.99244,73.36859,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Palembang,Indonesia,-2.91673,104.7458,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Patiala,India,30.32715,76.40266,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Rotherham,United Kingdom,53.43012,-1.35678,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
Salt Lake City,United States of America,40.76078,-111.89105,1900,53000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002298926
