,City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0,Contient
197,Budapest,Hungary,47.49801,19.03991,1975,2000000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08695156,Europe
198,Lanzhou,China,36.061089,103.834304,1975,2000000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08695156,Asia
199,Leeds,United Kingdom,53.79648,-1.54785,1975,2000000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08695156,0
200,Nanjing,China,32.05,118.766667,1975,2000000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08695156,Asia
201,Pittsburgh,United States of America,40.44062,-79.99589,1975,2000000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08695156,Americas
202,Taipei,Taiwan,25.04776,121.53185,1975,2000000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08695156,Asia
203,Brussel,Belgium,50.85045,4.34878,1970,1990000,/01/01,01/01/1970, 00:00:00,01/01/1970 00:00,0.086516775,Europe
204,Vienna,Austria,48.20849,16.37208,1970,1968000,/01/01,01/01/1970, 00:00:00,01/01/1970 00:00,0.085560248,Europe
205,London,United Kingdom,51.511214,-0.119825,1841,1948417,/01/01,1841/01/01, 00:00:00,1841/01/01 00:00:00,0.08470880800000001,0
206,San Francisco,United States of America,37.77493,-122.419416,1950,1937000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.084212414,Americas
207,Naples,Italy,40.851775,14.268122,1970,1930000,/01/01,01/01/1970, 00:00:00,01/01/1970 00:00,0.083908065,Europe
208,New York,United States of America,40.714353,-74.005972,1875,1900000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.08260371,Americas
209,Dhaka,India,23.709921,90.407143,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Asia
210,Donetsk,Ukraine,48.015883,37.80285,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Europe
211,Glasgow,United Kingdom,55.86515,-4.25763,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,0
212,Havana,Cuba,23.13302,-82.38304,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Americas
213,Kiev,Ukraine,50.45466,30.5238,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Europe
214,Minneapolis,United States of America,39.12194,-93.265011,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Americas
215,Naples,Italy,40.851775,14.268122,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Europe
216,Warsaw,Poland,52.22977,21.01178,1975,1900000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.08260371,Europe
217,Vienna,Austria,48.20849,16.37208,1925,1865000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.08108196200000001,Europe
218,Moscow,Russian Federation,55.75222,37.61556,1914,1805000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.07847325299999999,0
219,Ruhr,Germany,51.407415,6.862626,1914,1800000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.07825586,Europe
220,Algiers,Algiers,36.7525,3.04197,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Africa
221,Amsterdam,Netherlands,52.37403,4.88969,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Europe
222,Baltimore,United States of America,39.29038,-76.61219,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Americas
223,Casablanca,Morocco,33.58831,-7.61138,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Africa
224,Cologne,Germany,50.937531,6.960278,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Europe
225,Harbin,China,45.75,126.65,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Asia
226,Porto Alegre,Brazil,-30.03306,-51.23,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Americas
227,Turin,Italy,45.07049,7.68682,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Europe
228,Xian,China,34.341485,108.940404,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586,Asia
229,Tianjin,China,39.14222,117.17667,1950,1795000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.078038468,Asia
230,Boston,United States of America,42.358431,-71.059772,1925,1764000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.07669063400000001,Americas
231,Moscow,Russian Federation,55.75222,37.61556,1925,1764000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.07669063400000001,0
232,Vienna,Austria,48.20849,16.37208,1950,1755000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.076299328,Europe
233,Manchester,United Kingdom,53.48095,-2.23743,1925,1725000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.07499497299999999,0
234,Chicago,United States of America,41.85003,-87.65005,1900,1717000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.074647145,Americas
235,Birmingham,United Kingdom,52.48142,-1.89983,1925,1700000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.07390801,0
236,Atlanta,United States of America,33.749,-84.38798,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,Americas
237,Hyderabad,India,17.38405,78.45636,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,Asia
238,Munich,Germany,48.136739,11.576756,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,Europe
239,Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,0
240,San Diego,United States of America,32.715328,-117.157256,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,Americas
241,Seattle,United States of America,47.60621,-122.33207,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,Americas
242,Surabaya,Indonesia,-7.24917,112.75083,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801,Asia
243,Vienna,Austria,48.20849,16.37208,1900,1698000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.073821053,Europe
244,Rome,Italy,41.89474,12.4839,1950,1665000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.07238626299999999,Europe
245,Beijing,China,39.9075,116.39723,1845,1648000,/01/01,1845/01/01, 00:00:00,1845/01/01 00:00:00,0.071647129,Asia
246,Beijing,China,39.9075,116.39723,1850,1648000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.071647129,Asia
247,Sydney,Australia,-33.86785,151.20732,1950,1635000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.071081908,0
248,Buenos Aires,Argentina,-34.61315,-58.37723,1914,1630000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.070864516,Americas
249,Manchester,United Kingdom,53.48095,-2.23743,1914,1600000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.069560161,0
250,Ankara,Turkey,39.91987,32.85427,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Asia
251,Frankfurt am Main,Germany,50.110922,8.682128,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Europe
252,Kharkov,Ukraine,49.9935,36.230384,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Europe
253,Lisbon,Portugal,38.71667,-9.13333,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Europe
254,Liverpool,United Kingdom,53.408372,-2.991572,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,0
255,Taiyuan,China,37.87059,112.548879,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Asia
256,Tashkent,Uzbekistan,41.26465,69.21627,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Asia
257,Vienna,Austria,48.20849,16.37208,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161,Europe
258,Hamburg,Germany,53.57532,10.01534,1950,1580000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.068690591,Europe
259,Seoul,Republic of Korea,37.56826,126.97783,1950,1550000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.067386236,Asia
260,Madrid,Spain,40.416775,-3.703789,1950,1527000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.06638623,Europe
261,Johannesburg,South Africa,-26.20227,28.04363,1950,1520000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.066081881,Africa
262,Birmingham,United Kingdom,52.48142,-1.89983,1914,1500000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.065212311,0
263,Shanghai,China,31.22222,121.45806,1925,1500000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.065212311,Asia
264,Budapest,Hungary,47.49801,19.03991,1950,1500000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.065212311,Europe
265,Bucharest,Romania,44.43225,26.10626,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311,Europe
266,Buffalo,United States of America,42.9047,-78.8494,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311,Americas
267,Copenhagen,Denmark,55.67594,12.56553,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311,Europe
268,Guadalajara,Mexico,20.673819,-103.343489,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311,Americas
269,Hanoi,Vietnam,21.033333,105.85,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311,Asia
270,Tokyo,Japan,35.6895,139.69171,1900,1497000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.065081875,Asia
271,Guangzhou,China,23.11667,113.25,1950,1495000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.064994918,Asia
272,Osaka,Japan,34.693216,135.502082,1914,1480000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.064342741,Asia
273,Kitakyushu,Japan,33.83333,130.83333,1975,1480000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.064342741,Asia
274,Qingdao,China,36.067082,120.38264,1975,1473000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.064038392,Asia
275,Jakarta,Indonesia,-6.21462,106.84513,1950,1452000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.063125343,Asia
276,Saint Petersburg,Russian Federation,59.89444,30.26417,1900,1439000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.062560123,0
277,Manchester,United Kingdom,53.48095,-2.23743,1900,1435000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.062386209000000005,0
278,Saint Petersburg,Russian Federation,59.89444,30.26417,1925,1430000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.062168815999999995,0
279,Montevideo,Uraguay,-34.817311,-56.158866,1975,1430000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.062168815999999995,Americas
280,Barcelona,Spain,41.38879,2.15899,1950,1425000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.061951424000000005,Europe
281,Cincinnati,United States of America,39.162,-84.45689,1975,1422000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.061820988,Americas
282,Philadelphia,United States of America,39.95,-75.1667,1900,1418000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.061647074,Americas
283,Kanpur,India,26.4478,80.34627,1975,1415000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.061516639000000005,Asia
284,Chengdu,China,30.66667,104.06667,1975,1401000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.06090794,Asia
285,Salvador,Brazil,-12.97111,-38.51083,1975,1401000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.06090794,Americas
286,Calcutta,India,22.56263,88.36304,1914,1400000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.060864460999999995,Asia
287,Manila,Philippines,14.58,121,1950,1400000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.060864460999999995,Asia
288,Milan,Italy,45.465453,9.198786,1950,1400000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.060864460999999995,Europe
289,Glasgow,United Kingdom,55.86515,-4.25763,1925,1396000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.060690547000000004,0
290,Detroit,United States of America,42.33143,-83.04575,1925,1394000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.06060359,Americas
291,Changchun,China,43.9,125.2,1975,1392000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060516633,Asia
292,Calcutta,India,22.56263,88.36304,1925,1390000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.060429675999999995,Asia
293,Milwaukee,United States of America,43.0389,-87.90647,1975,1388000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060342719,Americas
294,Novosibirsk,Russian Federation,55.0415,82.9346,1975,1385000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060212284000000005,0
295,Baku,Azerbaijan,40.37767,49.89201,1975,1383000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060125327,Asia
296,Samara,Russian Federation,53.2028,50.1408,1975,1375000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.059777499000000005,0
297,Cleveland,United States of America,41.499495,-81.695409,1950,1372000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.059647063,Americas
298,Hamburg,Germany,53.57532,10.01534,1925,1369000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.059516627999999995,Europe
299,St. Louis,United States of America,38.626978,-90.199403,1950,1366000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.059386192000000004,Americas
300,Newcastle upon Tyne,United Kingdom,54.978253,-1.617781,1975,1360000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.059125320999999995,0
301,Stockholm,Sweden,59.33258,18.0649,1975,1357000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058994885999999996,Europe
302,Madras,India,13.08784,80.27847,1950,1356000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.058951407000000004,Asia
303,Beijing,China,39.9075,116.39723,1825,1350000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.058690535999999995,Asia
304,Melbourne,Australia,-37.814,144.96332,1950,1350000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.058690535999999995,0
305,Medellin,Colombia,6.25184,-75.56359,1975,1350000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058690535999999995,Americas
306,Monterrey,Mexico,25.6667,-100.3,1975,1350000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058690535999999995,Americas
307,Sverdlovs'k,Ukraine,48.08455,39.651631,1975,1345000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058473144000000005,Europe
308,Pune,India,18.52043,73.856744,1975,1340000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058255750999999995,Asia
309,London,United Kingdom,51.511214,-0.119825,1825,1335000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.058038359000000005,0
310,Paris,France,48.856614,2.352222,1851,1325000,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.057603574000000005,Europe
311,Glasgow,United Kingdom,55.86515,-4.25763,1950,1320000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.057386180999999994,0
312,Dnipropetrovsk,Ukraine,48.464717,35.046183,1975,1320000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.057386180999999994,Europe
313,Budapest,Hungary,47.49801,19.03991,1925,1318000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.057299224,Europe
314,Fortaleza,Brazil,-3.71722,-38.54306,1975,1317000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.057255745999999996,Americas
315,Paris,France,48.856614,2.352222,1850,1314000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.05712531,Europe
316,Daegu,Republic of Korea,35.871435,128.601445,1975,1311000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056994875,Asia
317,Beijing,China,39.9075,116.39723,1861,1310000,/01/01,1861/01/01, 00:00:00,1861/01/01 00:00:00,0.056951395999999994,Asia
318,Pittsburgh,United States of America,40.44062,-79.99589,1950,1310000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.056951395999999994,Americas
319,Delhi,India,28.65381,77.22897,1950,1306000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.056777482000000004,Asia
320,Boston,United States of America,42.358431,-71.059772,1914,1304000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.056690525,Americas
321,Beijing,China,39.9075,116.39723,1821,1300000,/01/01,1821/01/01, 00:00:00,1821/01/01 00:00:00,0.056516612,Asia
322,Hamburg,Germany,53.57532,10.01534,1914,1300000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.056516612,Europe
323,Liverpool,United Kingdom,53.408372,-2.991572,1914,1300000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.056516612,0
324,Bandung,Indonesia,-6.914744,107.609814,1975,1300000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056516612,Asia
325,Fukuoka,Japan,33.591389,130.414722,1975,1300000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056516612,Asia
326,Jinan,China,36.650997,117.120497,1975,1294000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056255741,Asia
327,Washington D.C.,United States of America,38.914144,-77.0234,1950,1285000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.055864434000000004,Americas
328,Denver,United States of America,39.737567,-104.984718,1975,1285000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055864434000000004,Americas
329,Kunming,China,25.03889,102.71833,1975,1284000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055820956,Asia
330,Mannheim,Germany,49.49671,8.47955,1975,1280000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055647042,Europe
331,Belgrade,Serbia,44.80401,20.46513,1975,1275000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055429649000000004,Europe
332,Prague,Austria,50.08804,14.42076,1975,1275000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055429649000000004,Europe
333,Ao,China,34.766667,113.65,1975,1271000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055255735,Asia
334,Paris,France,48.856614,2.352222,1846,1270000,/01/01,1846/01/01, 00:00:00,1846/01/01 00:00:00,0.055212257,Europe
335,Beijing,China,39.9075,116.39723,1925,1266000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.055038342999999997,Asia
336,Liverpool,United Kingdom,53.408372,-2.991572,1950,1260000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.054777472,0
337,Delhi,India,28.65381,77.22897,1375,1250000,/01/01,1375/01/01, 00:00:00,1375/01/01 00:00:00,0.054342687,Asia
338,Santiago,Chile,-33.45,-70.666667,1950,1250000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.054342687,0
339,Cape Town,South Africa,-33.92584,18.42322,1975,1250000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054342687,Africa
340,Phoenix,United States of America,33.44838,-112.074143,1975,1250000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054342687,Americas
341,Tel Aviv,Israel,32.08088,34.78057,1975,1250000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054342687,Asia
342,Birmingham,United Kingdom,52.48142,-1.89983,1900,1248000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.05425573,0
343,Anshan,China,41.1167,122.9833,1975,1247000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054212250999999996,Asia
344,Montreal,Canada,45.50884,-73.58781,1950,1242000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.053994859000000006,Americas
345,Sapporo,Japan,43.06417,141.34694,1975,1241000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.05395138,Asia
346,Rio de Janeiro,Brazil,-22.90278,-43.2075,1925,1240000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.053907902,Americas
347,Kansas City,United States of America,39.11417,-94.62746,1975,1239000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.053864423,Americas
348,Liverpool,United Kingdom,53.408372,-2.991572,1925,1235000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.053690509000000004,0
349,Naples,Italy,40.851775,14.268122,1950,1210000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.052603547,Europe
350,Ho Chi Minh,Vietnam,10.823099,106.628767,1950,1200000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.052168762,Asia
351,Hiroshima,Japan,34.396775,132.460017,1975,1200000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.052168762,Asia
352,Novokuznetsk,Russian Federation,53.7557,87.1099,1975,1200000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.052168762,0
353,Fushun,China,41.85583,123.92333,1975,1196000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.051994847999999996,Asia
354,Tampa,United States of America,27.94752,-82.45843,1975,1178000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.051212235,Americas
355,Volgograd,Russian Federation,48.71939,44.50184,1975,1175000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.051081799000000004,0
356,Mumbai,India,19.07283,72.88261,1925,1170000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.050864407,Asia
357,Lyon,France,45.74846,4.84671,1975,1170000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.050864407,Europe
358,Minsk,Belarus,53.9,27.56667,1975,1170000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.050864407,Asia
359,Addis Ababa,Ethiopia,9.02497,38.74689,1975,1161000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.0504731,Africa
360,Baltimore,United States of America,39.29038,-76.61219,1950,1159000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.050386143,Americas
361,Vancouver,Canada,49.24966,-123.11934,1975,1151000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.050038315,Americas
362,Copenhagen,Denmark,55.67594,12.56553,1950,1150000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.049994837,Europe
363,Wuhan,China,30.58333,114.26667,1950,1150000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.049994837,Asia
364,Dusseldorf,Germany,51.22172,6.77616,1975,1150000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049994837,Europe
365,Rotterdam,Netherlands,51.9225,4.47917,1975,1150000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049994837,Europe
366,Tbilisi,Georgia,41.709975,44.792989,1975,1148000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.04990788,Asia
367,Los Angeles,United States of America,34.052234,-118.243685,1925,1147000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.049864400999999996,Americas
368,Athens,Greece,37.97945,23.71622,1950,1140000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.049560052,Europe
369,Chelyabinsk,Russian Federation,55.15402,61.42915,1975,1140000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049560052,0
370,Baotou,China,40.65744,109.84054,1975,1135000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049342659000000004,Asia
371,New Orleans,United States of America,29.95465,-90.07507,1975,1131000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049168745,Americas
